# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4729
# Selected columns: 3 (all)
# Timestamp: Tue, 15-Aug-2017 15:31:12
Gene ID	Gene Name	A549	BEAS-2B	NHBE
ENSG00000044459	CNTLN	1.0	3.0	0.2
ENSG00000044574	HSPA5	254.0	184.0	2020.0
ENSG00000046604	DSG2	44.0	50.0	93.0
ENSG00000046647	GEMIN8	6.0	7.0	4.0
ENSG00000046651	OFD1	3.0	2.0	4.0
ENSG00000046653	GPM6B		0.7	
ENSG00000047056	WDR37	2.0	2.0	3.0
ENSG00000047188	YTHDC2	5.0	7.0	3.0
ENSG00000047230	CTPS2	5.0	4.0	2.0
ENSG00000047249	ATP6V1H	10.0	12.0	13.0
ENSG00000047315	POLR2B	24.0	16.0	17.0
ENSG00000047346	FAM214A	2.0	1.0	2.0
ENSG00000047365	ARAP2	0.1	1.0	6.0
ENSG00000047410	TPR	11.0	11.0	8.0
ENSG00000047457	CP	2.0		
ENSG00000047578	KIAA0556	2.0	2.0	2.0
ENSG00000047579	DTNBP1	2.0	8.0	3.0
ENSG00000047597	XK	0.4	0.1	0.4
ENSG00000047617	ANO2		0.4	
ENSG00000047621	C12orf4	5.0	12.0	2.0
ENSG00000047634	SCML1	1.0	7.0	2.0
ENSG00000047644	WWC3	16.0	4.0	8.0
ENSG00000047648	ARHGAP6			0.1
ENSG00000047849	MAP4	15.0	20.0	47.0
ENSG00000047932	GOPC	16.0	8.0	21.0
ENSG00000047936	ROS1	0.1		0.1
ENSG00000048028	USP28	5.0	9.0	6.0
ENSG00000048052	HDAC9		0.9	0.9
ENSG00000048140	TSPAN17	15.0	13.0	16.0
ENSG00000048162	NOP16	17.0	8.0	7.0
ENSG00000048342	CC2D2A	3.0	2.0	0.9
ENSG00000048392	RRM2B	27.0	17.0	21.0
ENSG00000048405	ZNF800	4.0	3.0	6.0
ENSG00000048471	SNX29	0.7	0.5	1.0
ENSG00000048544	MRPS10	34.0	96.0	31.0
ENSG00000048649	RSF1	2.0	3.0	3.0
ENSG00000048707	VPS13D	2.0	2.0	3.0
ENSG00000048740	CELF2		1.0	2.0
ENSG00000048828	FAM120A	32.0	20.0	47.0
ENSG00000048991	R3HDM1	7.0	6.0	7.0
ENSG00000049089	COL9A2	0.1	0.5	
ENSG00000049130	KITLG	7.0	3.0	15.0
ENSG00000049167	ERCC8	5.0	9.0	3.0
ENSG00000049192	ADAMTS6	0.1	0.4	0.1
ENSG00000049239	H6PD	3.0	3.0	6.0
ENSG00000049245	VAMP3	25.0	26.0	44.0
ENSG00000049246	PER3	0.4	4.0	3.0
ENSG00000049249	TNFRSF9	1.0	0.2	0.7
ENSG00000049283	EPN3	0.1	2.0	5.0
ENSG00000049323	LTBP1	13.0	0.6	2.0
ENSG00000049449	RCN1	47.0	19.0	29.0
ENSG00000049541	RFC2	17.0	45.0	5.0
ENSG00000049618	ARID1B	2.0	2.0	3.0
ENSG00000049656	CLPTM1L	28.0	19.0	21.0
ENSG00000049759	NEDD4L	3.0	5.0	2.0
ENSG00000049768	FOXP3	0.1	0.1	
ENSG00000049769	PPP1R3F	2.0	0.3	0.9
ENSG00000049860	HEXB	31.0	79.0	33.0
ENSG00000049883	PTCD2	3.0	4.0	0.8
ENSG00000050130	JKAMP	31.0	29.0	9.0
ENSG00000050165	DKK3	5.0	21.0	30.0
ENSG00000050327	ARHGEF5	0.3	2.0	6.0
ENSG00000050344	NFE2L3	3.0	4.0	3.0
ENSG00000050393	MCUR1	7.0	9.0	10.0
ENSG00000050405	LIMA1	5.0	25.0	51.0
ENSG00000050426	LETMD1	4.0	11.0	8.0
ENSG00000050438	SLC4A8	0.2	0.1	
ENSG00000050555	LAMC3	0.7		
ENSG00000050730	TNIP3	0.2	0.1	
ENSG00000050748	MAPK9	7.0	12.0	4.0
ENSG00000050767	COL23A1			0.1
ENSG00000050820	BCAR1	6.0	6.0	11.0
ENSG00000051009	FAM160A2	4.0	3.0	5.0
ENSG00000051108	HERPUD1	24.0	19.0	46.0
ENSG00000051128	HOMER3	6.0	9.0	26.0
ENSG00000051180	RAD51	3.0	19.0	0.3
ENSG00000051341	POLQ	2.0	3.0	
ENSG00000051382	PIK3CB	5.0	5.0	5.0
ENSG00000051523	CYBA	46.0	14.0	16.0
ENSG00000051596	THOC3	4.0	11.0	5.0
ENSG00000051620	HEBP2	5.0	8.0	19.0
ENSG00000051825	MPHOSPH9	3.0	4.0	0.4
ENSG00000052126	PLEKHA5	1.0	2.0	3.0
ENSG00000052344	PRSS8	0.1	15.0	70.0
ENSG00000052723	SIKE1	4.0	11.0	7.0
ENSG00000052749	RRP12	11.0	2.0	6.0
ENSG00000052795	FNIP2	0.7	1.0	2.0
ENSG00000052802	MSMO1	22.0	334.0	91.0
ENSG00000052841	TTC17	8.0	5.0	8.0
ENSG00000052850	ALX4	2.0		
ENSG00000053108	FSTL4	1.0		
ENSG00000053254	FOXN3	2.0	5.0	4.0
ENSG00000053371	AKR7A2	18.0	36.0	25.0
ENSG00000053372	MRTO4	35.0	27.0	15.0
ENSG00000053501	USE1	3.0	6.0	2.0
ENSG00000053524	MCF2L2		0.1	
ENSG00000053702	NRIP2	0.1		
ENSG00000053747	LAMA3	3.0	8.0	66.0
ENSG00000053770	AP5M1	3.0	2.0	2.0
ENSG00000053900	ANAPC4	3.0	5.0	1.0
ENSG00000053918	KCNQ1	0.1	0.2	2.0
ENSG00000054116	TRAPPC3	16.0	28.0	13.0
ENSG00000054118	THRAP3	21.0	24.0	24.0
ENSG00000054148	PHPT1	95.0	119.0	40.0
ENSG00000054179	ENTPD2	0.7	2.0	3.0
ENSG00000054219	LY75		0.2	0.1
ENSG00000054267	ARID4B	3.0	2.0	3.0
ENSG00000054277	OPN3	30.0	4.0	15.0
ENSG00000054282	SDCCAG8	7.0	4.0	5.0
ENSG00000054356	PTPRN	0.4		
ENSG00000054392	HHAT	2.0	0.7	0.7
ENSG00000054523	KIF1B	3.0	5.0	4.0
ENSG00000054598	FOXC1	2.0	0.9	10.0
ENSG00000054611	TBC1D22A	3.0	4.0	6.0
ENSG00000054654	SYNE2	0.6	3.0	1.0
ENSG00000054690	PLEKHH1	0.3	0.5	0.4
ENSG00000054793	ATP9A	7.0	3.0	6.0
ENSG00000054938	CHRDL2	2.0	0.1	
ENSG00000054965	FAM168A	7.0	7.0	4.0
ENSG00000054967	RELT	1.0	1.0	0.5
ENSG00000054983	GALC	8.0	4.0	5.0
ENSG00000055044	NOP58	38.0	22.0	10.0
ENSG00000055070	SZRD1	28.0	28.0	41.0
ENSG00000055118	KCNH2	0.1		
ENSG00000055130	CUL1	30.0	22.0	23.0
ENSG00000055147	FAM114A2	5.0	10.0	4.0
ENSG00000055163	CYFIP2	7.0	0.6	1.0
ENSG00000055208	TAB2	14.0	23.0	27.0
ENSG00000055211	GINM1	24.0	50.0	24.0
ENSG00000055332	EIF2AK2	10.0	11.0	4.0
ENSG00000055483	USP36	9.0	4.0	6.0
ENSG00000055609	KMT2C	2.0	2.0	2.0
ENSG00000055732	MCOLN3	0.8	4.0	0.7
ENSG00000055813	CCDC85A	0.1		
ENSG00000055917	PUM2	20.0	13.0	23.0
ENSG00000055950	MRPL43	19.0	30.0	10.0
ENSG00000056050	HPF1	16.0	41.0	8.0
ENSG00000056097	ZFR	29.0	15.0	26.0
ENSG00000056277	ZNF280C	2.0	1.0	0.6
ENSG00000056291	NPFFR2		0.1	
ENSG00000056487	PHF21B	0.2		
ENSG00000056558	TRAF1	0.7	0.4	0.3
ENSG00000056586	RC3H2	6.0	6.0	10.0
ENSG00000056736	IL17RB	0.6		
ENSG00000056972	TRAF3IP2	2.0	4.0	14.0
ENSG00000056998	GYG2	5.0	0.1	
ENSG00000057019	DCBLD2	96.0	14.0	16.0
ENSG00000057149	SERPINB3	0.1	10.0	11.0
ENSG00000057252	SOAT1	11.0	7.0	4.0
ENSG00000057294	PKP2	1.0	10.0	14.0
ENSG00000057468	MSH4		0.1	0.1
ENSG00000057593	F7	0.3		
ENSG00000057608	GDI2	104.0	175.0	51.0
ENSG00000057657	PRDM1	2.0	0.1	8.0
ENSG00000057663	ATG5	14.0	42.0	13.0
ENSG00000057704	TMCC3	0.3	2.0	4.0
ENSG00000057757	PITHD1	8.0	16.0	15.0
ENSG00000057935	MTA3	6.0	5.0	3.0
ENSG00000058056	USP13	3.0	3.0	0.5
ENSG00000058063	ATP11B	3.0	7.0	19.0
ENSG00000058085	LAMC2	9.0	28.0	492.0
ENSG00000058091	CDK14		7.0	1.0
ENSG00000058262	SEC61A1	59.0	37.0	116.0
ENSG00000058272	PPP1R12A	5.0	4.0	5.0
ENSG00000058335	RASGRF1		0.1	
ENSG00000058404	CAMK2B		0.9	
ENSG00000058453	CROCC	0.5	1.0	2.0
ENSG00000058600	POLR3E	4.0	3.0	3.0
ENSG00000058668	ATP2B4	4.0	4.0	19.0
ENSG00000058673	ZC3H11A	11.0	12.0	13.0
ENSG00000058729	RIOK2	7.0	5.0	4.0
ENSG00000058799	YIPF1	12.0	14.0	13.0
ENSG00000058804	NDC1	14.0	19.0	3.0
ENSG00000058866	DGKG	2.0		
ENSG00000059122	FLYWCH1	4.0	4.0	14.0
ENSG00000059145	UNKL	5.0	1.0	1.0
ENSG00000059377	TBXAS1	1.0	0.3	
ENSG00000059378	PARP12	2.0	3.0	2.0
ENSG00000059573	ALDH18A1	25.0	14.0	16.0
ENSG00000059588	TARBP1	4.0	3.0	1.0
ENSG00000059691	GATB	2.0	2.0	1.0
ENSG00000059728	MXD1	2.0	1.0	21.0
ENSG00000059758	CDK17	5.0	5.0	6.0
ENSG00000059769	DNAJC25	5.0	5.0	5.0
ENSG00000059804	SLC2A3	5.0	0.3	3.0
ENSG00000059915	PSD	0.1	0.1	0.1
ENSG00000060069	CTDP1	2.0	2.0	4.0
ENSG00000060138	YBX3	26.0	29.0	60.0
ENSG00000060140	STYK1	0.1	0.8	0.5
ENSG00000060237	WNK1	21.0	12.0	21.0
ENSG00000060339	CCAR1	23.0	9.0	12.0
ENSG00000060491	OGFR	5.0	8.0	6.0
ENSG00000060558	GNA15		9.0	29.0
ENSG00000060642	PIGV	4.0	5.0	6.0
ENSG00000060656	PTPRU	3.0	2.0	15.0
ENSG00000060688	SNRNP40	12.0	25.0	11.0
ENSG00000060718	COL11A1	4.0	0.1	
ENSG00000060749	QSER1	9.0	5.0	6.0
ENSG00000060762	MPC1	3.0	21.0	13.0
ENSG00000060971	ACAA1	4.0	3.0	6.0
ENSG00000060982	BCAT1	13.0	3.0	3.0
ENSG00000061273	HDAC7	5.0	6.0	5.0
ENSG00000061337	LZTS1		0.2	
ENSG00000061656	SPAG4	1.0	4.0	1.0
ENSG00000061676	NCKAP1	16.0	10.0	24.0
ENSG00000061794	MRPS35	88.0	94.0	38.0
ENSG00000061918	GUCY1B3	0.1	0.6	1.0
ENSG00000061936	SFSWAP	3.0	3.0	4.0
ENSG00000061938	TNK2	1.0	3.0	2.0
ENSG00000061987	MON2	4.0	3.0	2.0
ENSG00000062038	CDH3	0.1	23.0	110.0
ENSG00000062194	GPBP1	14.0	23.0	15.0
ENSG00000062282	DGAT2	0.7	0.2	1.0
ENSG00000062370	ZNF112	0.7	2.0	0.5
ENSG00000062485	CS	30.0	27.0	26.0
ENSG00000062524	LTK	0.1		
ENSG00000062582	MRPS24	6.0	7.0	4.0
ENSG00000062598	ELMO2	4.0	7.0	4.0
ENSG00000062650	WAPL	7.0	8.0	12.0
ENSG00000062716	VMP1	47.0	57.0	14.0
ENSG00000062725	APPBP2	5.0	6.0	3.0
ENSG00000062822	POLD1	8.0	12.0	2.0
ENSG00000063046	EIF4B	95.0	81.0	126.0
ENSG00000063127	SLC6A16	0.5		0.1
ENSG00000063169	BICRA	2.0	2.0	2.0
ENSG00000063176	SPHK2	3.0	2.0	2.0
ENSG00000063177	RPL18	267.0	339.0	254.0
ENSG00000063180	CA11	4.0	3.0	4.0
ENSG00000063241	ISOC2	11.0	10.0	3.0
ENSG00000063244	U2AF2	78.0	38.0	39.0
ENSG00000063245	EPN1	10.0	4.0	20.0
ENSG00000063322	MED29	25.0	12.0	8.0
ENSG00000063438	AHRR	0.2	0.2	0.1
ENSG00000063587	ZNF275	2.0	2.0	3.0
ENSG00000063601	MTMR1	5.0	10.0	4.0
ENSG00000063660	GPC1	45.0	21.0	62.0
ENSG00000063761	ADCK1	2.0	0.7	0.5
ENSG00000063854	HAGH	7.0	8.0	7.0
ENSG00000063978	RNF4	10.0	7.0	13.0
ENSG00000064012	CASP8	7.0	3.0	3.0
ENSG00000064042	LIMCH1	14.0	7.0	0.6
ENSG00000064102	INTS13	15.0	13.0	8.0
ENSG00000064115	TM7SF3	45.0	25.0	94.0
ENSG00000064195	DLX3		0.5	0.4
ENSG00000064199	SPA17	3.0	3.0	0.9
ENSG00000064205	WISP2	2.0	0.1	
ENSG00000064225	ST3GAL6	0.1	1.0	0.6
ENSG00000064270	ATP2C2		0.4	14.0
ENSG00000064300	NGFR	0.1	2.0	3.0
ENSG00000064309	CDON	0.6	0.6	0.4
ENSG00000064313	TAF2	8.0	6.0	6.0
ENSG00000064393	HIPK2	6.0	4.0	5.0
ENSG00000064419	TNPO3	22.0	15.0	21.0
ENSG00000064489	BORCS8-MEF2B	0.3	0.2	0.4
ENSG00000064490	RFXANK	6.0	16.0	14.0
ENSG00000064545	TMEM161A	5.0	7.0	6.0
ENSG00000064547	LPAR2	0.5	3.0	4.0
ENSG00000064601	CTSA	16.0	14.0	10.0
ENSG00000064607	SUGP2	6.0	10.0	5.0
ENSG00000064651	SLC12A2	8.0	1.0	2.0
ENSG00000064652	SNX24	8.0	20.0	23.0
ENSG00000064655	EYA2	2.0	7.0	7.0
ENSG00000064666	CNN2	25.0	56.0	57.0
ENSG00000064687	ABCA7	1.0	1.0	1.0
ENSG00000064692	SNCAIP		0.1	
ENSG00000064703	DDX20	4.0	5.0	3.0
ENSG00000064726	BTBD1	27.0	15.0	13.0
ENSG00000064763	FAR2		2.0	0.4
ENSG00000064787	BCAS1	0.4		0.1
ENSG00000064886	CHI3L2	0.1		0.1
ENSG00000064932	SBNO2	6.0	9.0	11.0
ENSG00000064933	PMS1	6.0	11.0	4.0
ENSG00000064961	HMG20B	7.0	13.0	12.0
ENSG00000064989	CALCRL	0.2	0.2	0.5
ENSG00000064995	TAF11	14.0	44.0	17.0
ENSG00000064999	ANKS1A	2.0	3.0	5.0
ENSG00000065000	AP3D1	12.0	11.0	21.0
ENSG00000065029	ZNF76	1.0	3.0	0.6
ENSG00000065054	SLC9A3R2	8.0	5.0	11.0
ENSG00000065057	NTHL1	9.0	8.0	2.0
ENSG00000065060	UHRF1BP1	5.0	8.0	6.0
ENSG00000065135	GNAI3	4.0	7.0	7.0
ENSG00000065150	IPO5	33.0	45.0	18.0
ENSG00000065154	OAT	27.0	52.0	38.0
ENSG00000065183	WDR3	7.0	3.0	3.0
ENSG00000065243	PKN2	10.0	15.0	11.0
ENSG00000065268	WDR18	11.0	13.0	13.0
ENSG00000065308	TRAM2	10.0	17.0	5.0
ENSG00000065320	NTN1	0.2	0.8	0.2
ENSG00000065325	GLP2R	7.0	0.1	
ENSG00000065328	MCM10	6.0	13.0	
ENSG00000065357	DGKA	2.0	3.0	6.0
ENSG00000065361	ERBB3	0.9	2.0	6.0
ENSG00000065413	ANKRD44	0.1	0.1	
ENSG00000065427	KARS	51.0	44.0	33.0
ENSG00000065457	ADAT1	9.0	6.0	5.0
ENSG00000065485	PDIA5	4.0	4.0	11.0
ENSG00000065491	TBC1D22B	4.0	6.0	8.0
ENSG00000065518	NDUFB4	58.0	45.0	35.0
ENSG00000065526	SPEN	5.0	5.0	9.0
ENSG00000065534	MYLK	2.0	0.4	0.2
ENSG00000065548	ZC3H15	62.0	50.0	51.0
ENSG00000065559	MAP2K4	13.0	8.0	11.0
ENSG00000065600	TMEM206	15.0	14.0	8.0
ENSG00000065609	SNAP91	0.1	0.6	
ENSG00000065613	SLK	11.0	7.0	23.0
ENSG00000065615	CYB5R4	5.0	10.0	2.0
ENSG00000065618	COL17A1	0.3	14.0	300.0
ENSG00000065621	GSTO2	0.3	4.0	4.0
ENSG00000065665	SEC61A2	5.0	3.0	2.0
ENSG00000065675	PRKCQ	2.0	0.9	1.0
ENSG00000065717	TLE2	1.0	2.0	0.3
ENSG00000065802	ASB1	7.0	5.0	13.0
ENSG00000065809	FAM107B	45.0	9.0	11.0
ENSG00000065833	ME1	70.0	32.0	38.0
ENSG00000065882	TBC1D1	3.0	7.0	3.0
ENSG00000065883	CDK13	6.0	4.0	12.0
ENSG00000065911	MTHFD2	101.0	91.0	68.0
ENSG00000065923	SLC9A7	5.0	2.0	2.0
ENSG00000065970	FOXJ2	4.0	5.0	10.0
ENSG00000065978	YBX1	345.0	392.0	813.0
ENSG00000065989	PDE4A	1.0	1.0	0.3
ENSG00000066027	PPP2R5A	12.0	9.0	20.0
ENSG00000066032	CTNNA2	0.3		
ENSG00000066044	ELAVL1	13.0	13.0	11.0
ENSG00000066084	DIP2B	6.0	4.0	6.0
ENSG00000066117	SMARCD1	13.0	11.0	14.0
ENSG00000066135	KDM4A	11.0	10.0	12.0
ENSG00000066136	NFYC	5.0	6.0	5.0
ENSG00000066185	ZMYND12	0.5	0.6	0.1
ENSG00000066248	NGEF	3.0	1.0	0.4
ENSG00000066279	ASPM	4.0	6.0	0.1
ENSG00000066322	ELOVL1	33.0	22.0	34.0
ENSG00000066379	ZNRD1	6.0	13.0	5.0
ENSG00000066422	ZBTB11	6.0	5.0	8.0
ENSG00000066427	ATXN3	0.6	0.8	0.7
ENSG00000066455	GOLGA5	22.0	19.0	24.0
ENSG00000066468	FGFR2		1.0	5.0
ENSG00000066557	LRRC40	8.0	31.0	6.0
ENSG00000066583	ISOC1	10.0	21.0	10.0
ENSG00000066629	EML1	7.0	0.1	0.4
ENSG00000066651	TRMT11	8.0	14.0	6.0
ENSG00000066654	THUMPD1	11.0	11.0	19.0
ENSG00000066697	MSANTD3	18.0	25.0	14.0
ENSG00000066735	KIF26A	0.6		0.2
ENSG00000066739	ATG2B	2.0	2.0	1.0
ENSG00000066777	ARFGEF1	6.0	7.0	9.0
ENSG00000066827	ZFAT	0.8	0.8	0.9
ENSG00000066855	MTFR1	16.0	18.0	10.0
ENSG00000066923	STAG3	0.1	0.2	0.1
ENSG00000066926	FECH	13.0	12.0	6.0
ENSG00000066933	MYO9A	2.0	2.0	2.0
ENSG00000067048	DDX3Y	9.0	7.0	
ENSG00000067057	PFKP	64.0	25.0	25.0
ENSG00000067064	IDI1	22.0	111.0	33.0
ENSG00000067066	SP100	4.0	8.0	3.0
ENSG00000067082	KLF6	9.0	17.0	32.0
ENSG00000067113	PLPP1	20.0	14.0	10.0
ENSG00000067141	NEO1	15.0	4.0	6.0
ENSG00000067167	TRAM1	281.0	103.0	72.0
ENSG00000067177	PHKA1	11.0	2.0	5.0
ENSG00000067182	TNFRSF1A	81.0	16.0	31.0
ENSG00000067191	CACNB1	0.9	1.0	0.8
ENSG00000067208	EVI5	2.0	2.0	3.0
ENSG00000067221	STOML1	0.6	0.8	0.6
ENSG00000067225	PKM	506.0	201.0	128.0
ENSG00000067248	DHX29	15.0	11.0	8.0
ENSG00000067334	DNTTIP2	11.0	11.0	9.0
ENSG00000067365	METTL22	2.0	0.9	1.0
ENSG00000067369	TP53BP1	4.0	4.0	3.0
ENSG00000067445	TRO	0.2	0.2	
ENSG00000067533	RRP15	5.0	4.0	2.0
ENSG00000067560	RHOA	180.0	298.0	129.0
ENSG00000067596	DHX8	8.0	5.0	5.0
ENSG00000067601	PMS2P4	2.0	2.0	0.7
ENSG00000067606	PRKCZ	1.0	4.0	4.0
ENSG00000067646	ZFY	2.0	3.0	
ENSG00000067704	IARS2	73.0	37.0	39.0
ENSG00000067715	SYT1	8.0	0.2	0.3
ENSG00000067798	NAV3	1.0	0.1	0.1
ENSG00000067829	IDH3G	12.0	15.0	7.0
ENSG00000067836	ROGDI	2.0	4.0	4.0
ENSG00000067840	PDZD4	0.5	0.1	
ENSG00000067900	ROCK1	6.0	7.0	9.0
ENSG00000067955	CBFB	10.0	16.0	17.0
ENSG00000067992	PDK3	3.0	3.0	2.0
ENSG00000068001	HYAL2	5.0	7.0	7.0
ENSG00000068024	HDAC4	2.0	0.7	1.0
ENSG00000068028	RASSF1	2.0	6.0	4.0
ENSG00000068078	FGFR3	1.0	3.0	16.0
ENSG00000068079	IFI35	6.0	14.0	0.7
ENSG00000068097	HEATR6	8.0	8.0	4.0
ENSG00000068120	COASY	31.0	19.0	23.0
ENSG00000068137	PLEKHH3	4.0	4.0	9.0
ENSG00000068305	MEF2A	6.0	5.0	9.0
ENSG00000068308	OTUD5	16.0	8.0	15.0
ENSG00000068323	TFE3	20.0	12.0	19.0
ENSG00000068354	TBC1D25	3.0	3.0	4.0
ENSG00000068366	ACSL4	18.0	20.0	12.0
ENSG00000068383	INPP5A	5.0	3.0	5.0
ENSG00000068394	GPKOW	14.0	11.0	15.0
ENSG00000068400	GRIPAP1	3.0	3.0	5.0
ENSG00000068438	FTSJ1	16.0	19.0	38.0
ENSG00000068489	PRR11	9.0	37.0	3.0
ENSG00000068615	REEP1	0.3	0.3	
ENSG00000068650	ATP11A	2.0	2.0	2.0
ENSG00000068654	POLR1A	11.0	3.0	4.0
ENSG00000068697	LAPTM4A	166.0	146.0	78.0
ENSG00000068724	TTC7A	8.0	4.0	5.0
ENSG00000068745	IP6K2	7.0	9.0	11.0
ENSG00000068784	SRBD1	4.0	4.0	3.0
ENSG00000068796	KIF2A	15.0	20.0	10.0
ENSG00000068831	RASGRP2	0.1	0.3	
ENSG00000068878	PSME4	13.0	7.0	12.0
ENSG00000068885	IFT80	2.0	3.0	1.0
ENSG00000068903	SIRT2	5.0	6.0	6.0
ENSG00000068912	ERLEC1	62.0	36.0	47.0
ENSG00000068971	PPP2R5B	3.0	5.0	10.0
ENSG00000068985	PAGE1	0.1		
ENSG00000069011	PITX1	9.0	12.0	59.0
ENSG00000069020	MAST4	0.8	0.7	7.0
ENSG00000069188	SDK2	0.4		2.0
ENSG00000069248	NUP133	12.0	11.0	9.0
ENSG00000069275	NUCKS1	53.0	63.0	50.0
ENSG00000069329	VPS35	25.0	27.0	14.0
ENSG00000069345	DNAJA2	25.0	19.0	14.0
ENSG00000069399	BCL3	18.0	4.0	8.0
ENSG00000069424	KCNAB2	2.0	1.0	0.5
ENSG00000069431	ABCC9	0.1	0.1	0.3
ENSG00000069482	GAL	4.0	0.1	2.0
ENSG00000069493	CLEC2D	0.4	0.7	0.3
ENSG00000069509	FUNDC1	19.0	25.0	9.0
ENSG00000069535	MAOB	0.1	0.5	
ENSG00000069667	RORA	0.1	0.1	0.9
ENSG00000069696	DRD4	0.1	0.1	0.2
ENSG00000069702	TGFBR3	2.0	1.0	0.1
ENSG00000069712	KIAA1107	0.8	1.0	1.0
ENSG00000069764	PLA2G10	0.1	0.2	0.1
ENSG00000069812	HES2	0.5	0.7	31.0
ENSG00000069849	ATP1B3	92.0	40.0	71.0
ENSG00000069869	NEDD4	21.0	7.0	10.0
ENSG00000069943	PIGB	5.0	3.0	2.0
ENSG00000069956	MAPK6	30.0	17.0	58.0
ENSG00000069966	GNB5	5.0	3.0	3.0
ENSG00000069974	RAB27A	2.0	4.0	12.0
ENSG00000069998	HDHD5	6.0	8.0	5.0
ENSG00000070010	UFD1	9.0	14.0	6.0
ENSG00000070018	LRP6	9.0	3.0	4.0
ENSG00000070047	PHRF1	9.0	5.0	9.0
ENSG00000070061	IKBKAP	13.0	11.0	7.0
ENSG00000070081	NUCB2	4.0	8.0	9.0
ENSG00000070087	PFN2	92.0	124.0	113.0
ENSG00000070159	PTPN3	4.0	5.0	6.0
ENSG00000070182	SPTB	0.2		
ENSG00000070190	DAPP1		3.0	17.0
ENSG00000070214	SLC44A1	11.0	8.0	8.0
ENSG00000070269	TMEM260	2.0	2.0	3.0
ENSG00000070366	SMG6	4.0	3.0	4.0
ENSG00000070367	EXOC5	7.0	6.0	6.0
ENSG00000070371	CLTCL1	3.0	2.0	1.0
ENSG00000070388	FGF22	0.1	0.1	
ENSG00000070404	FSTL3	42.0	17.0	50.0
ENSG00000070413	DGCR2	8.0	11.0	19.0
ENSG00000070423	RNF126	9.0	9.0	17.0
ENSG00000070444	MNT	2.0	1.0	5.0
ENSG00000070476	ZXDC	2.0	3.0	5.0
ENSG00000070495	JMJD6	7.0	5.0	3.0
ENSG00000070501	POLB	10.0	26.0	4.0
ENSG00000070526	ST6GALNAC1		0.4	2.0
ENSG00000070540	WIPI1	3.0	11.0	16.0
ENSG00000070610	GBA2	6.0	7.0	10.0
ENSG00000070614	NDST1	17.0	10.0	18.0
ENSG00000070669	ASNS	61.0	225.0	146.0
ENSG00000070718	AP3M2	5.0	5.0	4.0
ENSG00000070731	ST6GALNAC2	0.1	4.0	11.0
ENSG00000070756	PABPC1	241.0	177.0	635.0
ENSG00000070759	TESK2	0.2	3.0	1.0
ENSG00000070761	CFAP20	18.0	41.0	8.0
ENSG00000070770	CSNK2A2	14.0	13.0	19.0
ENSG00000070778	PTPN21	3.0	3.0	4.0
ENSG00000070785	EIF2B3	5.0	11.0	3.0
ENSG00000070808	CAMK2A	0.1		
ENSG00000070814	TCOF1	9.0	11.0	4.0
ENSG00000070831	CDC42	75.0	217.0	118.0
ENSG00000070882	OSBPL3	4.0	3.0	6.0
ENSG00000070950	RAD18	4.0	7.0	1.0
ENSG00000070961	ATP2B1	27.0	6.0	12.0
ENSG00000071051	NCK2	9.0	7.0	37.0
ENSG00000071054	MAP4K4	13.0	9.0	16.0
ENSG00000071073	MGAT4A	0.5	0.9	2.0
ENSG00000071082	RPL31	96.0	137.0	120.0
ENSG00000071127	WDR1	54.0	43.0	53.0
ENSG00000071189	SNX13	3.0	2.0	3.0
ENSG00000071205	ARHGAP10	1.0	3.0	1.0
ENSG00000071242	RPS6KA2	0.1	6.0	19.0
ENSG00000071243	ING3	1.0	6.0	1.0
ENSG00000071246	VASH1	1.0	0.9	
ENSG00000071282	LMCD1	6.0	0.7	0.1
ENSG00000071462	BUD23	15.0	8.0	8.0
ENSG00000071537	SEL1L	26.0	12.0	39.0
ENSG00000071539	TRIP13	12.0	42.0	0.3
ENSG00000071553	ATP6AP1	25.0	30.0	23.0
ENSG00000071564	TCF3	8.0	12.0	24.0
ENSG00000071575	TRIB2		2.0	2.0
ENSG00000071626	DAZAP1	12.0	14.0	26.0
ENSG00000071655	MBD3	5.0	6.0	6.0
ENSG00000071794	HLTF	13.0	12.0	2.0
ENSG00000071859	FAM50A	24.0	32.0	17.0
ENSG00000071889	FAM3A	8.0	11.0	8.0
ENSG00000071894	CPSF1	10.0	10.0	5.0
ENSG00000071909	MYO3B			0.1
ENSG00000071967	CYBRD1	20.0	16.0	3.0
ENSG00000071991	CDH19	0.6		
ENSG00000071994	PDCD2	10.0	17.0	8.0
ENSG00000072041	SLC6A15	1.0	3.0	7.0
ENSG00000072042	RDH11	31.0	43.0	21.0
ENSG00000072062	PRKACA	7.0	12.0	7.0
ENSG00000072071	ADGRL1	0.9	3.0	0.7
ENSG00000072110	ACTN1	43.0	33.0	30.0
ENSG00000072121	ZFYVE26	1.0	1.0	2.0
ENSG00000072133	RPS6KA6	1.0	0.5	1.0
ENSG00000072134	EPN2	6.0	5.0	6.0
ENSG00000072135	PTPN18	3.0	6.0	4.0
ENSG00000072163	LIMS2	0.6	1.0	
ENSG00000072195	SPEG	0.4	0.8	0.4
ENSG00000072201	LNX1		0.3	0.3
ENSG00000072210	ALDH3A2	39.0	11.0	36.0
ENSG00000072274	TFRC	55.0	13.0	5.0
