# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4101
# Selected columns: 6 (all)
# Timestamp: Wed, 06-Sep-2017 12:44:20
Gene ID	Gene Name	F-36P	HEL9217	K562	KU812	MEG01	UT-7
ENSG00000023572	GLRX2	23.0	17.0	29.0	9.0	15.0	14.0
ENSG00000023608	SNAPC1	2.0	4.0	3.0	9.0	3.0	4.0
ENSG00000023697	DERA	14.0	17.0	10.0	9.0	8.0	6.0
ENSG00000023734	STRAP	96.0	98.0	84.0	73.0	91.0	41.0
ENSG00000023839	ABCC2	0.1	0.1				
ENSG00000023892	DEF6	23.0	42.0	21.0	12.0	15.0	16.0
ENSG00000023902	PLEKHO1	5.0	2.0	2.0		0.6	
ENSG00000023909	GCLM	26.0	16.0	34.0	24.0	12.0	23.0
ENSG00000024048	UBR2	8.0	7.0	12.0	11.0	9.0	10.0
ENSG00000024422	EHD2	26.0	6.0	24.0	20.0	48.0	9.0
ENSG00000024526	DEPDC1	9.0	13.0	9.0	11.0	34.0	13.0
ENSG00000024862	CCDC28A	11.0	19.0	21.0	26.0	20.0	17.0
ENSG00000025039	RRAGD	8.0	4.0	0.2		7.0	5.0
ENSG00000025156	HSF2	13.0	12.0	9.0	16.0	14.0	19.0
ENSG00000025293	PHF20	12.0	24.0	9.0	7.0	7.0	12.0
ENSG00000025423	HSD17B6	0.3	0.9	0.4	0.1	0.3	0.8
ENSG00000025434	NR1H3	2.0	1.0	2.0	0.5	1.0	1.0
ENSG00000025708	TYMP	1.0	0.5	0.8	0.5	0.3	0.3
ENSG00000025770	NCAPH2	27.0	11.0	15.0	9.0	11.0	23.0
ENSG00000025772	TOMM34	36.0	26.0	29.0	18.0	29.0	61.0
ENSG00000025796	SEC63	25.0	21.0	16.0	18.0	14.0	12.0
ENSG00000025800	KPNA6	15.0	14.0	10.0	15.0	22.0	11.0
ENSG00000026025	VIM	81.0	93.0	236.0	19.0	180.0	0.6
ENSG00000026036	RTEL1-TNFRSF6B	0.2	0.1	0.2	0.1	0.1	0.2
ENSG00000026103	FAS		1.0			1.0	0.9
ENSG00000026297	RNASET2	4.0	1.0	4.0	11.0	3.0	6.0
ENSG00000026508	CD44	13.0	12.0	0.5	23.0	45.0	8.0
ENSG00000026559	KCNG1	0.1		3.0			
ENSG00000026652	AGPAT4	7.0	7.0	2.0	4.0	6.0	1.0
ENSG00000026751	SLAMF7		0.1	0.4		0.2	0.1
ENSG00000026950	BTN3A1	4.0	4.0	1.0	2.0	2.0	1.0
ENSG00000027001	MIPEP	2.0	3.0	6.0	10.0	8.0	5.0
ENSG00000027075	PRKCH		0.4	0.8	2.0	1.0	2.0
ENSG00000027644	INSRR	0.1		0.2			0.1
ENSG00000027697	IFNGR1	29.0	17.0	18.0	25.0	29.0	6.0
ENSG00000027847	B4GALT7	2.0	3.0	3.0	2.0	4.0	2.0
ENSG00000027869	SH2D2A	2.0	10.0	18.0	8.0	10.0	3.0
ENSG00000028116	VRK2	19.0	13.0	14.0	7.0	7.0	15.0
ENSG00000028137	TNFRSF1B	3.0	0.3	17.0	5.0	2.0	
ENSG00000028203	VEZT	7.0	6.0	5.0	5.0	4.0	6.0
ENSG00000028277	POU2F2	0.2	1.0	0.1	0.5	0.4	0.1
ENSG00000028310	BRD9	6.0	5.0	5.0	4.0	4.0	5.0
ENSG00000028528	SNX1	12.0	12.0	8.0	11.0	8.0	12.0
ENSG00000028839	TBPL1	18.0	18.0	27.0	21.0	23.0	13.0
ENSG00000029153	ARNTL2	5.0	3.0	2.0	1.0	4.0	0.5
ENSG00000029363	BCLAF1	25.0	18.0	14.0	28.0	36.0	22.0
ENSG00000029364	SLC39A9	7.0	10.0	7.0	23.0	10.0	8.0
ENSG00000029534	ANK1	41.0	47.0	27.0	144.0	40.0	75.0
ENSG00000029639	TFB1M	6.0	4.0	6.0	5.0	8.0	3.0
ENSG00000029725	RABEP1	9.0	14.0	11.0	11.0	17.0	19.0
ENSG00000029993	HMGB3	15.0	11.0	16.0	16.0	11.0	27.0
ENSG00000030066	NUP160	22.0	12.0	27.0	23.0	18.0	20.0
ENSG00000030110	BAK1	13.0	9.0	25.0	9.0	12.0	8.0
ENSG00000030419	IKZF2	2.0	0.4	0.2	2.0	3.0	0.1
ENSG00000030582	GRN	21.0	17.0	33.0	46.0	46.0	57.0
ENSG00000031003	FAM13B	6.0	4.0	13.0	4.0	3.0	4.0
ENSG00000031081	ARHGAP31	3.0	0.8		0.7	0.4	0.3
ENSG00000031691	CENPQ	9.0	7.0	13.0	13.0	11.0	18.0
ENSG00000031698	SARS	88.0	79.0	116.0	45.0	68.0	61.0
ENSG00000031823	RANBP3	4.0	4.0	7.0	9.0	14.0	13.0
ENSG00000032219	ARID4A	3.0	3.0	5.0	6.0	2.0	4.0
ENSG00000032389	TSSC1	7.0	9.0	7.0	5.0	8.0	4.0
ENSG00000032444	PNPLA6	13.0	13.0	5.0	12.0	17.0	12.0
ENSG00000032742	IFT88	1.0	2.0	5.0	2.0	3.0	1.0
ENSG00000033011	ALG1	2.0	3.0	3.0	4.0	4.0	3.0
ENSG00000033030	ZCCHC8	5.0	4.0	8.0	2.0	2.0	4.0
ENSG00000033050	ABCF2	29.0	23.0	41.0	19.0	31.0	17.0
ENSG00000033100	CHPF2	9.0	8.0	13.0	14.0	12.0	5.0
ENSG00000033122	LRRC7	3.0	6.0	0.4		0.1	0.1
ENSG00000033170	FUT8	6.0	8.0	3.0	20.0	8.0	9.0
ENSG00000033178	UBA6	12.0	6.0	11.0	9.0	9.0	6.0
ENSG00000033327	GAB2	32.0	6.0	72.0	8.0	14.0	7.0
ENSG00000033627	ATP6V0A1	11.0	7.0	17.0	8.0	18.0	6.0
ENSG00000033800	PIAS1	5.0	5.0	4.0	7.0	4.0	5.0
ENSG00000033867	SLC4A7	3.0	6.0	1.0	3.0	5.0	1.0
ENSG00000034053	APBA2	22.0	26.0	8.0	10.0	18.0	15.0
ENSG00000034152	MAP2K3	3.0	11.0	1.0	21.0	17.0	44.0
ENSG00000034510	TMSB10	442.0	343.0	939.0	853.0	663.0	547.0
ENSG00000034533	ASTE1	1.0	2.0	2.0	2.0	1.0	3.0
ENSG00000034677	RNF19A	4.0	6.0	8.0	8.0	5.0	13.0
ENSG00000034693	PEX3	8.0	11.0	10.0	10.0	13.0	10.0
ENSG00000034713	GABARAPL2	12.0	14.0	27.0	13.0	14.0	26.0
ENSG00000034971	MYOC		0.1		32.0		
ENSG00000035115	SH3YL1	2.0	2.0	0.3	1.0	2.0	0.4
ENSG00000035141	FAM136A	17.0	22.0	33.0	15.0	19.0	18.0
ENSG00000035403	VCL	26.0	10.0	51.0	10.0	14.0	12.0
ENSG00000035499	DEPDC1B	17.0	8.0	9.0	11.0	12.0	11.0
ENSG00000035664	DAPK2	2.0	0.5	0.4	0.1	0.1	
ENSG00000035681	NSMAF	42.0	20.0	14.0	17.0	19.0	18.0
ENSG00000035687	ADSS	18.0	30.0	25.0	26.0	23.0	19.0
ENSG00000035720	STAP1	24.0	6.0	1.0	32.0	16.0	
ENSG00000035862	TIMP2	0.1					
ENSG00000035928	RFC1	13.0	15.0	15.0	9.0	9.0	18.0
ENSG00000036054	TBC1D23	10.0	14.0	9.0	15.0	15.0	25.0
ENSG00000036257	CUL3	9.0	9.0	6.0	8.0	13.0	9.0
ENSG00000036448	MYOM2	0.1	1.0	0.1	0.8		0.4
ENSG00000036549	ZZZ3	7.0	14.0	9.0	10.0	8.0	6.0
ENSG00000036672	USP2	0.9	2.0	2.0	0.6	3.0	2.0
ENSG00000037042	TUBG2	0.6	2.0	0.2	3.0	1.0	1.0
ENSG00000037241	RPL26L1	9.0	13.0	15.0	13.0	27.0	27.0
ENSG00000037280	FLT4		4.0	0.1		1.0	7.0
ENSG00000037474	NSUN2	32.0	33.0	33.0	17.0	25.0	14.0
ENSG00000037637	FBXO42	5.0	6.0	9.0	4.0	4.0	5.0
ENSG00000037749	MFAP3	7.0	6.0	8.0	7.0	9.0	10.0
ENSG00000037757	MRI1	8.0	3.0	8.0	4.0	6.0	4.0
ENSG00000037897	METTL1	3.0	8.0	5.0	9.0	6.0	5.0
ENSG00000037965	HOXC8		0.9	0.7		4.0	
ENSG00000038002	AGA	7.0	6.0	9.0	8.0	3.0	3.0
ENSG00000038210	PI4K2B	8.0	8.0	7.0	5.0	3.0	11.0
ENSG00000038219	BOD1L1	4.0	4.0	3.0	2.0	3.0	6.0
ENSG00000038274	MAT2B	9.0	18.0	16.0	20.0	25.0	17.0
ENSG00000038358	EDC4	7.0	8.0	13.0	9.0	10.0	24.0
ENSG00000038382	TRIO	0.5	4.0	0.2	2.0	3.0	0.2
ENSG00000038427	VCAN		1.0	0.1		0.1	0.8
ENSG00000038532	CLEC16A	4.0	2.0	6.0	3.0	4.0	3.0
ENSG00000038945	MSR1	0.1		0.1		0.1	
ENSG00000039068	CDH1	2.0			212.0	0.2	31.0
ENSG00000039123	SKIV2L2	28.0	27.0	31.0	25.0	27.0	13.0
ENSG00000039139	DNAH5	0.3					
ENSG00000039319	ZFYVE16	3.0	2.0	6.0	2.0	3.0	3.0
ENSG00000039523	RIPOR1	2.0	11.0	3.0	7.0	4.0	40.0
ENSG00000039560	RAI14	2.0	6.0	11.0	0.2	7.0	24.0
ENSG00000039650	PNKP	4.0	6.0	3.0	10.0	5.0	7.0
ENSG00000040199	PHLPP2	1.0	0.9	1.0	1.0	1.0	3.0
ENSG00000040275	SPDL1	7.0	7.0	8.0	6.0	10.0	15.0
ENSG00000040341	STAU2	9.0	11.0	12.0	11.0	7.0	3.0
ENSG00000040487	PQLC2	5.0	4.0	13.0	3.0	1.0	6.0
ENSG00000040531	CTNS	2.0	7.0	8.0	4.0	6.0	4.0
ENSG00000040608	RTN4R		0.2	0.6			
ENSG00000040633	PHF23	6.0	18.0	19.0	17.0	18.0	16.0
ENSG00000040933	INPP4A	6.0	3.0	3.0	2.0	3.0	2.0
ENSG00000041353	RAB27B	8.0	37.0	3.0	0.6	0.4	0.5
ENSG00000041357	PSMA4	40.0	25.0	24.0	28.0	31.0	25.0
ENSG00000041515	MYO16	0.1	0.1	7.0	8.0		0.4
ENSG00000041802	LSG1	6.0	12.0	11.0	8.0	11.0	8.0
ENSG00000041880	PARP3	1.0	4.0	3.0	0.9	1.0	1.0
ENSG00000041982	TNC			0.1			
ENSG00000041988	THAP3	4.0	5.0	3.0	3.0	3.0	4.0
ENSG00000042062	RIPOR3	19.0	8.0	5.0	3.0	2.0	10.0
ENSG00000042088	TDP1	4.0	6.0	4.0	8.0	5.0	9.0
ENSG00000042286	AIFM2	0.4		8.0	6.0	2.0	0.2
ENSG00000042304	C2orf83	0.1					
ENSG00000042317	SPATA7	0.2	0.1	0.4	0.7	0.2	1.0
ENSG00000042429	MED17	2.0	3.0	3.0	3.0	3.0	3.0
ENSG00000042445	RETSAT	7.0	6.0	11.0	5.0	5.0	6.0
ENSG00000042493	CAPG	18.0	22.0	21.0	4.0	3.0	11.0
ENSG00000042753	AP2S1	51.0	38.0	73.0	66.0	161.0	70.0
ENSG00000042813	ZPBP		0.1				
ENSG00000042980	ADAM28	16.0				2.0	
ENSG00000043093	DCUN1D1	5.0	14.0	9.0	11.0	8.0	11.0
ENSG00000043143	JADE2	0.2	3.0	4.0	1.0	4.0	4.0
ENSG00000043355	ZIC2	4.0	2.0	5.0			1.0
ENSG00000043462	LCP2	30.0	20.0	19.0	34.0	45.0	8.0
ENSG00000043514	TRIT1	15.0	18.0	19.0	15.0	26.0	16.0
ENSG00000043591	ADRB1	0.1	0.5	0.1			
ENSG00000044090	CUL7	6.0	5.0	11.0	8.0	4.0	8.0
ENSG00000044115	CTNNA1	23.0	19.0	43.0	19.0	30.0	30.0
ENSG00000044446	PHKA2	8.0	4.0	3.0	3.0	4.0	8.0
ENSG00000044459	CNTLN	1.0	7.0		1.0	1.0	57.0
ENSG00000044524	EPHA3	23.0					0.1
ENSG00000044574	HSPA5	124.0	56.0	386.0	144.0	191.0	62.0
ENSG00000046604	DSG2	0.1		51.0	0.1	10.0	7.0
ENSG00000046647	GEMIN8	4.0	3.0	5.0	3.0	2.0	7.0
ENSG00000046651	OFD1	4.0	3.0	5.0	2.0	2.0	6.0
ENSG00000046653	GPM6B	0.2	0.1	0.1	0.1	1.0	
ENSG00000046774	MAGEC2	0.1		41.0	0.1	0.4	5.0
ENSG00000046889	PREX2			0.4			
ENSG00000047056	WDR37	4.0	8.0	6.0	5.0	8.0	5.0
ENSG00000047188	YTHDC2	6.0	3.0	6.0	3.0	4.0	5.0
ENSG00000047230	CTPS2	5.0	5.0	10.0	4.0	3.0	8.0
ENSG00000047249	ATP6V1H	5.0	12.0	13.0	12.0	9.0	6.0
ENSG00000047315	POLR2B	30.0	26.0	38.0	40.0	34.0	21.0
ENSG00000047346	FAM214A	2.0	4.0	2.0	2.0	1.0	2.0
ENSG00000047365	ARAP2		0.2		0.7	0.6	0.8
ENSG00000047410	TPR	21.0	20.0	22.0	16.0	13.0	23.0
ENSG00000047457	CP						0.1
ENSG00000047578	KIAA0556	0.9	0.9	2.0	1.0	2.0	1.0
ENSG00000047579	DTNBP1	3.0	8.0	15.0	7.0	7.0	5.0
ENSG00000047597	XK	15.0	46.0	14.0	26.0	13.0	35.0
ENSG00000047617	ANO2						0.1
ENSG00000047621	C12orf4	9.0	8.0	6.0	4.0	9.0	3.0
ENSG00000047634	SCML1		0.2			0.5	2.0
ENSG00000047644	WWC3	10.0	5.0	0.1	2.0	0.1	4.0
ENSG00000047648	ARHGAP6	0.2	3.0	19.0	0.2	5.0	2.0
ENSG00000047662	FAM184B	0.1	0.1			1.0	0.7
ENSG00000047849	MAP4	9.0	8.0	22.0	8.0	15.0	9.0
ENSG00000047932	GOPC	13.0	19.0	14.0	18.0	16.0	20.0
ENSG00000048028	USP28	14.0	4.0	8.0	11.0	7.0	6.0
ENSG00000048052	HDAC9			1.0	0.1	0.1	
ENSG00000048140	TSPAN17	6.0	3.0	9.0	11.0	7.0	20.0
ENSG00000048162	NOP16	7.0	11.0	10.0	15.0	31.0	13.0
ENSG00000048342	CC2D2A	0.2	0.6	1.0	0.1	0.2	1.0
ENSG00000048392	RRM2B	7.0	15.0	11.0	8.0	8.0	13.0
ENSG00000048405	ZNF800	6.0	7.0	9.0	7.0	6.0	4.0
ENSG00000048471	SNX29	2.0	1.0	3.0	1.0	0.5	1.0
ENSG00000048540	LMO3	0.3	0.1		0.1	2.0	8.0
ENSG00000048544	MRPS10	42.0	47.0	65.0	64.0	45.0	49.0
ENSG00000048649	RSF1	5.0	5.0	6.0	7.0	8.0	10.0
ENSG00000048707	VPS13D	5.0	4.0	6.0	4.0	3.0	8.0
ENSG00000048740	CELF2	22.0	60.0	14.0	19.0	57.0	12.0
ENSG00000048828	FAM120A	20.0	13.0	24.0	28.0	33.0	28.0
ENSG00000048991	R3HDM1	9.0	14.0	15.0	9.0	13.0	9.0
ENSG00000049089	COL9A2	3.0	3.0	0.6	2.0	0.1	
ENSG00000049130	KITLG			0.2	0.1	0.1	
ENSG00000049167	ERCC8	5.0	3.0	4.0	4.0	4.0	1.0
ENSG00000049192	ADAMTS6	0.5	0.2	0.8		0.1	0.1
ENSG00000049239	H6PD	0.5		4.0	8.0	0.5	0.3
ENSG00000049245	VAMP3	15.0	25.0	14.0	31.0	26.0	19.0
ENSG00000049246	PER3	0.4	12.0	5.0	4.0	0.7	0.6
ENSG00000049247	UTS2	14.0			4.0		0.8
ENSG00000049249	TNFRSF9	1.0	0.1	0.1	0.4	0.2	0.2
ENSG00000049283	EPN3				0.1		3.0
ENSG00000049323	LTBP1		39.0	4.0	3.0	0.9	15.0
ENSG00000049449	RCN1	9.0	12.0	7.0	11.0	11.0	11.0
ENSG00000049541	RFC2	40.0	25.0	44.0	20.0	22.0	35.0
ENSG00000049618	ARID1B	9.0	8.0	8.0	12.0	9.0	7.0
ENSG00000049656	CLPTM1L	23.0	22.0	26.0	14.0	22.0	17.0
ENSG00000049759	NEDD4L	6.0	4.0	4.0	3.0	3.0	2.0
ENSG00000049768	FOXP3	0.1	0.1	0.1	0.1	0.1	0.4
ENSG00000049769	PPP1R3F	0.1	0.2	0.7		0.4	0.5
ENSG00000049860	HEXB	19.0	5.0	44.0	11.0	16.0	17.0
ENSG00000049883	PTCD2	2.0	2.0	2.0	1.0	2.0	2.0
ENSG00000050130	JKAMP	5.0	5.0	5.0	11.0	9.0	7.0
ENSG00000050327	ARHGEF5				0.2	0.4	
ENSG00000050344	NFE2L3	10.0	4.0	3.0	12.0	8.0	4.0
ENSG00000050393	MCUR1	8.0	14.0	17.0	15.0	16.0	11.0
ENSG00000050405	LIMA1	4.0	9.0	13.0	3.0	5.0	3.0
ENSG00000050426	LETMD1	9.0	13.0	11.0	4.0	4.0	12.0
ENSG00000050438	SLC4A8	0.7	0.3		0.4	0.1	0.2
ENSG00000050555	LAMC3					0.3	
ENSG00000050628	PTGER3	5.0	9.0	8.0	23.0	29.0	0.6
ENSG00000050748	MAPK9	6.0	4.0	8.0	4.0	7.0	8.0
ENSG00000050767	COL23A1	26.0	2.0	0.3	8.0	8.0	
ENSG00000050820	BCAR1	0.7		3.0	3.0	1.0	3.0
ENSG00000051009	FAM160A2	7.0	2.0	5.0	4.0	3.0	4.0
ENSG00000051108	HERPUD1	13.0	13.0	28.0	5.0	4.0	7.0
ENSG00000051128	HOMER3	0.4		1.0	0.1	0.7	0.4
ENSG00000051180	RAD51	25.0	9.0	22.0	13.0	8.0	20.0
ENSG00000051341	POLQ	2.0	2.0	2.0	2.0	2.0	4.0
ENSG00000051382	PIK3CB	13.0	27.0	30.0	11.0	22.0	9.0
ENSG00000051523	CYBA	33.0	19.0	35.0	18.0	12.0	
ENSG00000051596	THOC3	3.0	5.0	7.0	7.0	11.0	16.0
ENSG00000051620	HEBP2	2.0	8.0	12.0	5.0	3.0	4.0
ENSG00000051825	MPHOSPH9	5.0	5.0	5.0	3.0	3.0	4.0
ENSG00000052126	PLEKHA5	2.0	3.0	3.0	0.8	0.7	0.5
ENSG00000052344	PRSS8	4.0		5.0	0.1		6.0
ENSG00000052723	SIKE1	17.0	17.0	17.0	12.0	10.0	9.0
ENSG00000052749	RRP12	14.0	8.0	4.0	9.0	10.0	3.0
ENSG00000052795	FNIP2	5.0	4.0	9.0	5.0	3.0	4.0
ENSG00000052802	MSMO1	21.0	9.0	16.0	20.0	15.0	7.0
ENSG00000052841	TTC17	5.0	8.0	10.0	7.0	5.0	10.0
ENSG00000052850	ALX4		9.0	0.2			
ENSG00000053108	FSTL4			0.1			0.1
ENSG00000053254	FOXN3	2.0	4.0	0.3	10.0	5.0	10.0
ENSG00000053328	METTL24		0.2				
ENSG00000053371	AKR7A2	18.0	21.0	32.0	23.0	9.0	41.0
ENSG00000053372	MRTO4	43.0	49.0	34.0	50.0	63.0	30.0
ENSG00000053438	NNAT	0.3	0.1	0.2	0.1	0.1	
ENSG00000053501	USE1	14.0	10.0	5.0	8.0	12.0	8.0
ENSG00000053524	MCF2L2	0.5	0.4	0.3	0.1	0.2	0.2
ENSG00000053702	NRIP2	0.8	0.5	0.4	0.5	0.2	
ENSG00000053770	AP5M1	3.0	3.0	3.0	9.0	4.0	4.0
ENSG00000053900	ANAPC4	5.0	4.0	5.0	3.0	3.0	3.0
ENSG00000053918	KCNQ1	0.1					0.7
ENSG00000054116	TRAPPC3	17.0	16.0	18.0	13.0	23.0	11.0
ENSG00000054118	THRAP3	41.0	49.0	37.0	61.0	70.0	42.0
ENSG00000054148	PHPT1	40.0	15.0	29.0	23.0	17.0	32.0
ENSG00000054219	LY75		2.0		0.5	0.9	
ENSG00000054267	ARID4B	4.0	4.0	5.0	4.0	3.0	4.0
ENSG00000054277	OPN3	4.0	1.0	4.0	5.0	1.0	2.0
ENSG00000054282	SDCCAG8	10.0	6.0	6.0	3.0	3.0	3.0
ENSG00000054356	PTPRN			0.2			
ENSG00000054392	HHAT	0.5					
ENSG00000054523	KIF1B	6.0	6.0	5.0	2.0	7.0	3.0
ENSG00000054598	FOXC1	3.0	5.0			6.0	
ENSG00000054611	TBC1D22A	5.0	4.0	4.0	6.0	5.0	5.0
ENSG00000054654	SYNE2	0.2	0.1	0.3	1.0	0.4	0.4
ENSG00000054690	PLEKHH1	0.1	0.1	1.0		0.1	0.1
ENSG00000054793	ATP9A			0.1	0.1	1.0	4.0
ENSG00000054965	FAM168A	9.0	7.0	6.0	5.0	6.0	4.0
ENSG00000054967	RELT	10.0	8.0	2.0	3.0	4.0	2.0
ENSG00000054983	GALC	10.0	11.0	9.0	16.0	3.0	12.0
ENSG00000055044	NOP58	55.0	67.0	32.0	42.0	57.0	41.0
ENSG00000055070	SZRD1	37.0	46.0	31.0	31.0	44.0	41.0
ENSG00000055118	KCNH2	118.0	23.0	118.0	110.0	56.0	68.0
ENSG00000055130	CUL1	26.0	27.0	35.0	25.0	35.0	26.0
ENSG00000055147	FAM114A2	6.0	5.0	5.0	5.0	3.0	7.0
ENSG00000055163	CYFIP2	0.4	13.0	4.0	2.0	11.0	0.4
ENSG00000055208	TAB2	22.0	26.0	28.0	28.0	27.0	14.0
ENSG00000055211	GINM1	18.0	10.0	17.0	23.0	11.0	10.0
ENSG00000055332	EIF2AK2	14.0	9.0	6.0	6.0	7.0	5.0
ENSG00000055483	USP36	8.0	11.0	11.0	11.0	9.0	7.0
ENSG00000055609	KMT2C	6.0	4.0	7.0	4.0	3.0	4.0
ENSG00000055732	MCOLN3	0.2		0.2			
ENSG00000055813	CCDC85A					0.1	
ENSG00000055917	PUM2	26.0	36.0	22.0	29.0	24.0	19.0
ENSG00000055950	MRPL43	10.0	9.0	5.0	8.0	11.0	7.0
ENSG00000056050	HPF1	23.0	26.0	15.0	22.0	10.0	18.0
ENSG00000056097	ZFR	26.0	45.0	33.0	22.0	25.0	23.0
ENSG00000056277	ZNF280C	4.0	2.0	3.0	2.0	1.0	1.0
ENSG00000056291	NPFFR2			0.4			0.1
ENSG00000056558	TRAF1	0.1	0.3		0.1	1.0	0.1
ENSG00000056586	RC3H2	8.0	7.0	8.0	6.0	5.0	5.0
ENSG00000056736	IL17RB	0.2	1.0	1.0	0.5	0.3	
ENSG00000056972	TRAF3IP2	2.0	3.0	4.0	3.0	3.0	0.8
ENSG00000056998	GYG2	5.0	1.0	9.0			
ENSG00000057019	DCBLD2	0.9	2.0	1.0	1.0	2.0	3.0
ENSG00000057149	SERPINB3					2.0	
ENSG00000057252	SOAT1	9.0	7.0	10.0	8.0	6.0	9.0
ENSG00000057294	PKP2	0.2	3.0	2.0		2.0	
ENSG00000057468	MSH4		0.1			0.1	
ENSG00000057608	GDI2	153.0	114.0	74.0	97.0	153.0	72.0
ENSG00000057657	PRDM1	0.4	0.3	1.0	0.2	0.4	
ENSG00000057663	ATG5	12.0	10.0	21.0	17.0	18.0	9.0
ENSG00000057704	TMCC3	0.7	1.0		0.1	1.0	4.0
ENSG00000057757	PITHD1	50.0	44.0	53.0	53.0	51.0	57.0
ENSG00000057935	MTA3	2.0	4.0	5.0	1.0	2.0	2.0
ENSG00000058056	USP13	2.0	6.0	0.2	3.0	3.0	4.0
ENSG00000058063	ATP11B	10.0	22.0	20.0	17.0	11.0	33.0
ENSG00000058091	CDK14					2.0	5.0
ENSG00000058262	SEC61A1	47.0	67.0	116.0	49.0	64.0	43.0
ENSG00000058272	PPP1R12A	9.0	10.0	8.0	7.0	7.0	10.0
ENSG00000058335	RASGRF1	0.1		0.1			
ENSG00000058404	CAMK2B	0.1					
ENSG00000058453	CROCC	1.0	5.0	0.9	1.0	5.0	1.0
ENSG00000058600	POLR3E	6.0	8.0	8.0	6.0	13.0	6.0
ENSG00000058668	ATP2B4	29.0	35.0	12.0	30.0	10.0	51.0
ENSG00000058673	ZC3H11A	16.0	21.0	37.0	19.0	12.0	16.0
ENSG00000058729	RIOK2	4.0	4.0	8.0	7.0	8.0	6.0
ENSG00000058799	YIPF1	8.0	13.0	14.0	12.0	17.0	6.0
ENSG00000058804	NDC1	35.0	21.0	24.0	27.0	43.0	16.0
ENSG00000058866	DGKG	1.0	0.6		0.6	0.6	0.4
ENSG00000059122	FLYWCH1	4.0	3.0	5.0	2.0	2.0	4.0
ENSG00000059145	UNKL	3.0	0.8	3.0	3.0	0.9	2.0
ENSG00000059377	TBXAS1	5.0	5.0	0.3	0.7	0.9	0.2
ENSG00000059378	PARP12	7.0	4.0	5.0	3.0	3.0	1.0
ENSG00000059573	ALDH18A1	85.0	37.0	22.0	7.0	61.0	40.0
ENSG00000059588	TARBP1	6.0	6.0	6.0	8.0	4.0	14.0
ENSG00000059691	GATB	2.0	2.0	1.0	3.0	2.0	2.0
ENSG00000059728	MXD1	3.0	4.0	11.0	3.0	3.0	6.0
ENSG00000059758	CDK17	7.0	11.0	10.0	7.0	5.0	5.0
ENSG00000059769	DNAJC25	4.0	2.0	4.0	2.0	2.0	2.0
ENSG00000059804	SLC2A3	10.0	38.0	62.0	9.0	30.0	6.0
ENSG00000059915	PSD	0.5	0.5	0.6	0.1	0.2	0.1
ENSG00000060069	CTDP1	5.0	4.0	2.0	4.0	11.0	5.0
ENSG00000060138	YBX3	65.0	75.0	23.0	45.0	73.0	11.0
ENSG00000060140	STYK1		0.5	0.3	1.0	2.0	
ENSG00000060237	WNK1	30.0	38.0	16.0	17.0	17.0	19.0
ENSG00000060339	CCAR1	17.0	15.0	28.0	13.0	16.0	15.0
ENSG00000060491	OGFR	12.0	8.0	5.0	7.0	11.0	13.0
ENSG00000060558	GNA15	8.0	13.0	0.4	42.0	0.1	16.0
ENSG00000060566	CREB3L3						0.2
ENSG00000060642	PIGV	3.0	4.0	6.0	5.0	4.0	14.0
ENSG00000060656	PTPRU	0.5	3.0	0.5		1.0	0.6
ENSG00000060688	SNRNP40	24.0	32.0	20.0	22.0	24.0	20.0
ENSG00000060718	COL11A1	0.4			8.0	0.2	
ENSG00000060749	QSER1	4.0	6.0	14.0	8.0	9.0	8.0
ENSG00000060762	MPC1	36.0	9.0	45.0	29.0	38.0	23.0
ENSG00000060971	ACAA1	5.0	3.0	4.0	4.0	2.0	5.0
ENSG00000060982	BCAT1	47.0	53.0	51.0	31.0	17.0	18.0
ENSG00000061273	HDAC7	44.0	20.0	12.0	20.0	24.0	14.0
ENSG00000061455	PRDM6		1.0			1.0	
ENSG00000061656	SPAG4	0.9	1.0	2.0	0.8	0.1	6.0
ENSG00000061676	NCKAP1	6.0	3.0	12.0	5.0	7.0	4.0
ENSG00000061794	MRPS35	63.0	58.0	60.0	44.0	48.0	53.0
ENSG00000061918	GUCY1B3		19.0		3.0	5.0	
ENSG00000061936	SFSWAP	5.0	5.0	5.0	4.0	4.0	5.0
ENSG00000061938	TNK2	2.0	7.0	3.0	5.0	5.0	3.0
ENSG00000061987	MON2	2.0	2.0	3.0	2.0	2.0	2.0
ENSG00000062038	CDH3						0.1
ENSG00000062194	GPBP1	20.0	13.0	19.0	14.0	12.0	13.0
ENSG00000062282	DGAT2	0.1	0.9	0.5	3.0	1.0	5.0
ENSG00000062370	ZNF112	1.0	2.0	0.1	2.0		2.0
ENSG00000062485	CS	63.0	45.0	50.0	36.0	49.0	50.0
ENSG00000062524	LTK	0.3	3.0	5.0	0.4	3.0	0.1
ENSG00000062582	MRPS24	2.0	2.0	2.0	2.0	3.0	2.0
ENSG00000062598	ELMO2	8.0	5.0	5.0	3.0	4.0	9.0
ENSG00000062650	WAPL	18.0	13.0	12.0	17.0	15.0	14.0
ENSG00000062716	VMP1	11.0	9.0	20.0	15.0	18.0	8.0
ENSG00000062725	APPBP2	4.0	5.0	6.0	5.0	4.0	3.0
ENSG00000062822	POLD1	37.0	18.0	12.0	21.0	22.0	28.0
